text,date,rating,has_official_reply,reactions_total
Самый лучший университет♥️,29 января 2025,5,False,0
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,28 января 2025,5,False,0
"СДУ бізге қатты ұнады! Университеттің атмосферасы, білім беру жүйесі және мүмкіндіктері өте жоғары деңгейде. Осында оқуды армандаймыз!🌝❤️❤️",28 января 2025,5,False,0
СДУ- ең жылы мекен❤️❤️❤️,28 января 2025,5,False,0
"күшті универ ғой😍 ішінде не керек бәрі бар, сыртқада шыққың келмейді, еще сабақтарына қатысып , өзіңді еркін, комфортно сезінесің. Барлық мүикіншілік жасалған🫢",28 января 2025,5,False,1
Өте керемет университет,28 января 2025,5,False,0
ШеТел ғой нағыз,28 января 2025,5,False,2
Өте күшті университет 🔥🔥,28 января 2025,5,False,0
"Өте керемет интерьер,ағайлар мен апайлар бар.Жылы ұйым,орта деген рас екен!
5",28 января 2025,5,False,0
Сүйікті альма матер❤️‍🩹 Бұл Университетке әрқашан алғыстан басқа айтарымыз жоқ😌✅,28 января 2025,5,False,1
сулулыгына козын тоймайды),27 января 2025,5,False,4
"Норм, тамақтары жақсы",26 января 2025,4,False,0
"Современный университет! Городок. Просторные здания, есть всё для полноценной учебы и жизни студентов.",21 января 2025,5,False,0
"Чтож, перехожу на 3-м курсе и благодарю сду. Это отличный университет, здесь офигенная студенческая жизнь, если вы экстраверт. 🎶 Очень много клубов под любой вкус и стиль, проводятся разные мероприятия в течении семестра.
Обучение хорошее, но были странные моменты недопонимания с учителями. Пока училась здесь, успела встретить хороших людей, подружиться как со студентами так и с преподавателями, ну и отравиться в кантине. Не знаю в чем дело, но в какой-то момент качество еды ухудшилось в никуда, жалобу насчет этого я не писала, но случаи не единичные.
Проблемы с транспортом актуальны, даже если добавили 230. В качестве улучшений, хотелось бы специальный автобус для студентов, но этого вряд-ли дождемся✌🏻
Вид здесь благосклонный, место конечно тише чем в городе. Порой сложно найти место для учебы с розеткой, на втором этаже библео шумно, на нулевом душно, на первом мест с розеток очень мало. Но я люблю эту атмосферу приятных, добродушных и открытых людей, так что вперед сдушники💪🏻",19 января 2025,4,False,11
Ең нашар универ,9 января 2025,1,True,6
"Вчера и сегодня проходят детские городские соревнования по робототехнике. Много команд, у каждой большое количество инвентаря, который немало весит. Но охрана не пропускает транспорт, который привезли детей на территорию для разгрузки и высадки детей. В итоге огромная парковка свободна, а трасса забита припаркованными автомобилями. Пришлось высаживать детей на небезопасной трассе и сузить итого двухполосную трассу до одной полосы.
Ни в одном туалете нет туалетной бумаги",9 января 2025,3,False,6
Супер универ!,23 декабря 2024,5,False,1
"Осы бала 7-8 жыл каксап жур, айтатыны Америка Мексика Тихуана ,",21 декабря 2024,1,False,1
"Одни из лучших преподавателей инженерного факультета — Лариса Ермурзаевна и Айман Шакуликова.
Чувствуется высокий профессионализм и ответственный подход к обучению . Хочется выразить им особую благодарность за любовь к своей работе и искреннюю самоотдачу.
Очень подробно, доступно объясняют материал и дают глубокие знания. Такие преподаватели вдохновляют на развитие и оставляют самые теплые впечатления!",15 декабря 2024,5,False,1
Люблю универимды,13 декабря 2024,5,False,0
"4 ГОДА.4 года хожу в этот универ, и именно на 4-ом году меня не впускают в мой универ при отсутствии айдишки. Мне в 8 утра в мои 20 лет нефиг делать что ли что бы в Каскелен переться?",2 декабря 2024,1,True,13
"Из за того что холл не поделен на зоны всегда стоит фоновый шум. Неприятно сидеть, было бы отлично если поделите стеклянными стенами все,Буфеты, коворкинги и зоны для занятия поделить",2 декабря 2024,3,False,2
Универ очень красивый и уютный. Много разных семинаров),28 ноября 2024,4,False,2
Дом милый дом,18 ноября 2024,5,False,0
Сду да оқу керемет💐💐💐,28 октября 2024,5,False,3
тема гой тема,24 октября 2024,5,False,0
"Люблю этот университет. В нем царит благоприятная атмосфера. Сотрудники доброжелательные, студенты отзывчивые, весь персонал всегда готов помочь и подсказать. Прекрасное место для нетворкинга, условия труда — одни из лучших во всем Казахстане. Руководство всегда выслушивает каждого сотрудника. Для тех, кто ищет работу, а также для будущих студентов -абитуриентов, абсолютно рекомендую этот университет. SDU — one love! ❤️",13 октября 2024,5,False,4
"На посвещение нас заставили стоять под дождем, так еще и построили очередь длиною в весь универ. Пока людей туда запустили они уже все обмокшие до ниточек. Когда уже собрались, нас заставили убрать зонтики, мол, не видно людям. Почему мы должны стоять под дождем и жертвовать своим здоровьем ради мероприятия, которое даже организовать нормально не смогли. Я думаю можно было заранее посмотреть погоду и выбрать день без дождя? И мы не услышали никаких извинений на этот счет. Так еще и они выбрали время когда начинаются все рубежки. Я уже устала сравнивать сду с другими универами потому что, как не смотри он им почти во всем проигрывает, и я окончательно пожалело о поступлении сюда. Никому не посоветую сюда поступить.
Это уже не говоря о других проблемах как транспорт. Мало того что нам онайку не выдают, тут только один автобус, который едет сюда. Если это ваш уровень способности думать о своих студентах, то лучше бы вообще не переезжали в каскелен и оставили старый корпус что в городе. Потому что тут от слова совсем никаких условий не предоставлено.",12 октября 2024,1,True,16
Плохое отношение со стороны как преподавателей так и администрации к ученикам. В общежитиях буквально пропаганда религии и скажем так подобие дедовщины. Не сказал бы что в университете особо хорошие преподаватели или знания. Полезные знакомства здесь вы так же не заведете.,5 октября 2024,1,False,16
Супер место,22 сентября 2024,5,False,0
люблю уник и людей здесь,7 сентября 2024,5,False,0
"Тема универ, бірақ кір жуу үшін 700 тг қате",5 сентября 2024,5,False,4
Сегодня пришли и поступили на платную основу. Спасибо большое техническому секретарю Сраждиновой Айнуре. Приветлива нас встретила. Все объяснила и пояснила.,20 августа 2024,5,True,0
"Құрметті университет әкімшілігі,
Есік алдындағы күзет қызметкерлеріне адаммен сөйдесу мәнерін үйретіп қойсаңыздар болады.
Терезеден басын шығарып дөрекі сөйлейтіндері университет имиджіне нұқсан келтіреді екен.
Бүгін құжат тапсыру үшін келгенімізде, қайтқанымызда да күзетшілерге тап болдық.",17 июля 2024,4,True,4
Amazing university,11 июля 2024,5,False,1
"Некомпетентные работники, отношение к студентам ниже плинтуса. Получишь ли ты какие-то знания ? Нет.",2 июля 2024,1,False,24
почасы ұнайд,30 апреля 2024,5,False,4
Очень классная атмосфера,27 апреля 2024,5,True,1
"Хотела выразить огромную благодарность Университету Сулеймана Демиреля за образовательную программу ЕМВА. Особую благодарность хочу высказать преподавателю курса ""Лидерство и командная работа"" Мадине Калкамановне, чьи незабываемые лекции позволили по-новому взглянуть на лидерство . Личное обаяние и великолепное ораторское искусство Мадины Калкамановны буквально притягивали внимание всех магистрантов курса. Видеолекции, которые предоставила нам Мадина Калкамановна, были яркими наглядными материалами. Спасибо огромное за удовольствие быть снова студентом!",23 апреля 2024,5,True,1
Мықты университет қой,2 апреля 2024,5,True,0
"Тәртіпке бағынған құл болмайды! Тырнақ астынан кір іздеудің қажеті жоқ. Айтыңыздаршы, қай университеттің аумағында митинг өтіп жатыр??? Бұл университетте еркіндік бар деп басына берудің қажеті жоқ. Бүгін феминистер митинг өткізсе, ертең ЛГБТ жақтастары шеру өткіземіз деп шықпасына кім кепіл?! Университет - білім-ғылымның ошағы екенін ұмытпайық! Төменде білгішсымақтар түймедей нәрсені түйедей қылып әсірелеп жіберген. Мен СДУ түлегі ретінде бұл университетке алғыстан басқа айтарым жоқ!!!",12 марта 2024,5,False,12
"С моей точки зрения университет это заведение свободная от политических активностей. Любые политические движения и взгляды должны происходит вне территории учебного заведения. А такие митинги, это движения созданные повлияет и изменить политический и социальный строй, соответственно университет вполне имеет право не допускать проведения политических активностей на своей территории.

А универ классный) Красивый и люди добрые)",12 марта 2024,5,False,9
"Feminism never, Islam forever!☪️☪️☪️",9 марта 2024,5,False,17
"бостандық керек әр бір қазақ қызына,
сен емес оның құқығын таптап басуға!!!!",9 марта 2024,1,False,16
"Әлемдегі тыныштық формуласы:
Әйел теңдігі + тұрмыстық зорлық-зомбылыққа қарсы әрекет жасау
Әр әйел қауіпсіз ортада өмір сүруге құқылы,әлемде теңдік қалыптастырайық⚡️",9 марта 2024,1,False,12
"Универ как будто маркетингті ортаға айналған секілді, ент-ға шекті баллдар жоғары, алайда ауыз толтырып айтатын жақсы мұғалімдер саусақпен санарлық, өте аз! Студентке қойылатын талап көп, бірақ мұғалімдер қатырып сабақ береді деп айта алмаймын! Іс-шаралар тек бір бағытта, қызықсыз. Концерттер, байқаулар, қызықты іс шаралар аз болады. Универдегі кабинеттерді де жалға береді, адам көп, ент-да болады, душно так, расписаниедегі окнолар тоже желает лучше, мұғалімдерге әңгіме айта алмайсың, өзіміз білеміз, өздерің оқыңдар дейтіндер көөп. Бәрі душно🤗",8 марта 2024,1,False,20
"My Mind
My Body
My Freedom
Әйел құқығы- Ел құқығы✨",8 марта 2024,1,False,21
"Хотелось бы отметить, что обслуживание в библиотеке оставляет желать лучшего. Сотрудники проявляют некомпетентность и не вежливо общаются со студентами. Имеется ощущение, что работница библиотеки не заинтересована в своей работе и демонстрирует недовольство. Было бы замечательно, если бы в коллективе появились достойные и вежливые сотрудники, готовые предоставить качественное обслуживание. Не только о библиотеке, но и в целом о работниках СДУ могу так сказать.",19 февраля 2024,1,False,15
"Всем привет ! Ни в коем случае не поступайте сюда , тут все красиво и хорошо лишь снаружи , по факту на вас положат огромный болт . Если вы будете обращаться к учителям , они будут лишь грамотно посылать вас на три буквы , никакого профессионализма , есть лишь единицы преподавателей , которых можно уважать . Но в основном берут тех , кто закончил этот универ . Которые не умеют и не хотят работать . Ведут себя неприемлемо , непрофессионально .",30 декабря 2023,1,True,21
"Как ВУЗ хороший: сообщества, преподавательский состав, атмосфера, коворкинги, столовая, ивенты, кабинеты и. т.д. все что нужно есть и в хорошем уровне. Лично, я здесь учился в специальности Информационные Системы, преподы были академический хорошо образованы в целом. Айтишний комьюнити хорошо освоены.",28 ноября 2023,5,True,0
"Отличный универ. Один из лучших в IT. Насыщенная студенческая жизнь, хоть и кажется что далеко от города и вы отстаёте от мира и интереса - но нет, с уроками не соскучилась ) да и в целом, с университетскими клубами и друзьями здесь никогда не скучно ). И учителя очень хорошие. В общаге есть воспитатели - студенты этого же университета только со старших курсов. Они каждую неделю устраивают какое нибудь мероприятие и всегда помогут по любым вопросам.",22 октября 2023,4,True,4
"Охрана на КПП прям боги что хотим то и делаем
Как говориться как встречают так и погостить можете. Кол центр левые телефоны начальника охраны дали. В общем сотрудники оставляют желать лучшего",18 октября 2023,1,True,7
норм универ,11 октября 2023,2,False,8
Когда поставите нормальный интернет???,29 сентября 2023,3,False,6
The best IT University in Central Asia.,27 сентября 2023,5,False,2
Worse universty ever seen in my whole life expensive like studiying in USA 450dollar for one retake hahaha nice,17 августа 2023,1,True,15
"Охранник ведет себя агрессивно. Написано до 18.00 открыто, приехали в 17.00 с двумя маленькими детьми, ехали мы почти 2 часа, чтобы посмотреть, задать несколько вопросов. На телефон не отвечают. Охранник не впускал, относился не профессионально. Обидно)",17 июля 2023,1,False,5
Бір түсейін десең осылай жамандап тастады ғой 😭,13 июля 2023,2,False,36
однозначно лучшие,9 июля 2023,5,False,1
"Осы универде оқып жатқанына 2 жыл болды. Иә, шыныменде сабақ кейбір кездерде қиын болады, бірақ оның әкелетін пайдасы мол. Универ студенттерге тек қана сабақтан емес басқа да қабілеттерін ашуға көмектеседі. Басқа оқу орындарымен салыстыратын болсақ осы мұғалімдер де қарапайым, студенттердің жағдайларына түсінікпен қарайды",17 июня 2023,5,True,5
Норм универ иногда трудно.,11 июня 2023,5,False,1
Трц одним словом,25 апреля 2023,5,False,4
"Со автостоянкой для студентов вечные проблемы. Разрешают заезжать только один раз в день. А если занятия разбросаны по времени на весь день? Бывает так, что утром есть одна пара, а после обеда другая или даже назначают тесты на вечер. Причем после 16-00 в паркинг вообще не пропускают независимо от того, заезжал утром или нет. Приходится оставлять машину на трассе. Один раз уже стукнули машину и скрылись. Если так будет продолжаться, напишу отрицательный отзыв везде, где возможно.",23 апреля 2023,2,False,10
"Ужасно душно,в университете нечем дышать😶‍🌫️ Не знаю что будет в мае. Сейчас на улице всего 20градусов,а внутри универа все 30.
Вай-фай вообще не работает. Про портал вообще молчу. Вроде бы входит в топ лучших айти университетов,сделайте сайт устойчивым.",29 марта 2023,1,False,14
one love ❤️,20 марта 2023,5,False,0
"Мой совет тем, кто хочет поберечь свои нервы - не поступайте сюда. Особенно если вы более русскоговорящий и не консервативный, вас будут принижать и унижать, и наврятли здесь вам будет хорошо. Это скорее крупный бизнес, а не университет, в котором дают знания. Если бы у меня была возможность вернуться назад во времени, то я бы определенно поменяла свой выбор универа и в Каскелен ни ногой.",13 февраля 2023,2,False,29
"Хочешь учиться поступай,а если не хочешь,то обходи стороной.Английский язык обязательно,а то будешь сидеть и ничего не понимать.А так университет хороший.",13 января 2023,4,False,5
"Те кто пишут что вуз слабый, не понимаю определенно таких людей",13 января 2023,1,False,8
"Приемная комиссия ужаснее не бывает, одни некомпетентные невежы",25 декабря 2022,1,False,10
Мой универ,17 декабря 2022,4,False,0
Не советую,11 ноября 2022,1,False,10
"Началось мое обучение очень печально, т.к. я студент из колледжа и у меня должны были списать некоторые уроки из колледжа, и это заняло достаточно много времени(3-4 недели), из-за чего я пропустил большинство материалов, а самое главное введение в эти уроки(если быть точнее, я не знал какие уроки мне выбирать а какие спишутся, поэтому вообще не выбирал). В данный это прям ужасно влияет на мою успеваемость, пока я изучаю сам каждый материал(с нуля) остальные проходят другой материал, соответсвенно я не понимаю что они проходят как решают или делают. На куизах у меня самый низкий балл, домашки пока не понимаю, просить учителей помочь немного стыдно(пропустил некоторые уроки я, а должны тратить время на мое обучение они). В общм, если хотите поступить сюда после колледжа, найдите тут такого же студента(после колледжа) и попросите помочь его составить вам расписание.

P.s. большое спасибо некоторым учителям(Ulykbek Amir, Dauren Ayazbaev) что вошли в мое положение и помогли мне со своими уроками!",2 ноября 2022,3,False,9
"4 жыл дәл осы университетте оқығаныма ешқашан өкінбедім. Университетте үйренген hard/soft қабілеттердің барлығын қазіргі жұмысымда қолданам. Атмосферасы туралы жеке кітап жазуға болады.

Оқу шынымен қиын. Бірақ оған қатты мән бермей, студенттік өмірдің бар қызығын көруге тырысуға кеңес беремін 😉",27 сентября 2022,5,True,5
"Вроде все классно, но проблема с вентиляцией в кампусе, и вонь в туалетах оставляют не очень хорошее впечатление)
Надеюсь проблему решат в скором времени…",10 сентября 2022,4,False,5
"Дизайн и корпус красивый, однако контингент сомнительный. Преподаватели преподают или проповедуют, не понять!
Занимайтесь сначала своими обязательствами, а пятое и десятое после выполнения своих прямых обязанностей. Это в первую очередь - Универ, а не Мечеть!
Про персонал деканата филологии вообще молчу - грубые, ленивые, в рабочее время нет на месте, обед у них с 9 до 15:00, как я понял. Это шутка такая или да?
Разберитесь, пожалуйста!",6 сентября 2022,1,False,15
Не дают спать со своими дебильнымм пранками,2 сентября 2022,1,False,5
"Здесь будет учится лучшая девочка Дишка 🥺
сыгем, кто ее обидит или тронет",1 сентября 2022,5,False,6
супер вуз ⭐️⭐️⭐️⭐️⭐️,20 августа 2022,5,False,0
"Учился тут 4 курса, страдал от сложности предметов, от сложности внутренний системы, от того что не было плиты в жаташке), и все равно благодарен универу за все что он мне дал за эти 4 года) P.s ИС сила! ХD",13 августа 2022,5,True,2
"Пришел забрать 17:20 ребенка, Охрана не пускает, говорит что работает с 9:00-18:00 и не пускает, тупая пропускная система, люди и так на нервах приезжают с долека а тут такое, спасибо за приём....",12 августа 2022,1,True,3
"Приёмная комиссия некомпетентно себя ведет. Спрашиваешь что-то, отвечают узнай сама на сайте. Почему так тяжело ответить? Я пришла узнать обо всем не через сайт, а чтобы со мной поговорили и объяснили. Неужели сотрудников не учат элементарной вежливости?",10 августа 2022,1,True,12
"Выглядит современно, но внутри действительно трудно дышать... плохая вентиляция. Заметила при первом же посещении. Так как моя сестра планирует тут обучаться, написала по-этому поводу на ватсап университета, обещали передать мою просьбу «в соответсвующий отдел»... надеюсь из этого что-то выйдет. А если нет, студентам этого университета советую написать петицию и обратится напрямую к ректору, если вас волнует этот вопрос! Я считаю проблему надо решать и делать это срочно. Так как приток воздуха самая необходимая для жизнедеятельности человека вещь.",9 августа 2022,3,True,9
"Отвратительная приёмная комиссия,никто ничего не знает и полностью игнорируют",22 июля 2022,1,True,5
Өзіме студент ретінде ұнады.,6 июля 2022,5,True,1
"Охранников бы обучить вежливости, выбегают кет кет мұнда тұруға болмайды деп, а где парковаться не объясняют",30 июня 2022,1,True,3
"Здесь всегда можно скатиться, куда и как уже Ваше дело, а так уник 10/10",28 июня 2022,5,True,4
Сколько стоит обучения в университете ?,4 июня 2022,5,True,1
Универ ✓✓✓,21 мая 2022,5,True,4
"Отвратительный университет! Все работники, HR и руководство особенно - ублюдошные сволочи! Как вы смеете так работать и вести себя высокомерно?! Колхозный университет в яркой обертке! Берут на работу только своих по связям и кто закончил этот гребанный университет, а обычных профессионалов не берут. Ненавижу вас!",28 апреля 2022,1,True,11
"Что могу сказать: персонажи хорошие, но гг тряпка, которая ничего не делает все аниме и будущее с помощью слез изменяется. Если вы думаете, что какой-нибудь Деку из мга льет слезы, как из ведра, то спешу вас огорчить, грёбаный Такемичи будет лить слезы в большинстве сцен, которые с ним происходят. Надеюсь автор манги придумает какой-то скилл, типа стена слез, которая пули останавливает хах 😄",18 апреля 2022,1,False,24
СДУ Университеті,17 апреля 2022,5,False,0
"Никогда не получилось дозвониться. Приехал из другого города, 2 часа подряд звонил, все операторы заняты",15 апреля 2022,1,False,6
Находиться тут - одно удовольствие :),22 февраля 2022,5,False,5
Самый худший сервис которого я видел,16 февраля 2022,1,True,6
"Сегодня 19 января. Невозможно дозвониться. Сын поехал из Астаны сдавать документы, но ехать в Каскелен опасно. в Алмате не спокойно. Есть другие номера?",19 января 2022,4,True,0
Выучил турецкий и английский. Классные донеры,10 января 2022,5,False,9
"Не знаю, я училась здесь и не жалею об этом, спасибо тебе СДУ!❤️ а те кто говорят что здесь учеба ноль, преподаватели непрофессиональные, ленивые, слушайте, это вам не школа где учителя разжевывают информацию, это университет, нужно самому выживать. здесь не учат, ты сам должен учиться. разве преподам это нужно? тебе ведь. так что поступайте сюда если хотите стать в будущем компетентным специалистом🤍 а если не хотите можете идти в обычные универы где можно мидки сессии сдавать за деньги или красивые глазки)",15 декабря 2021,5,True,9
"Крайне отвратная система у столовки в универе. Только недавно изменили цены на еду. Без того высокие цены на блюда подняли еще выше, порции на еду сократили почти в двое и теперь это чудо стоит 700 тг.",9 декабря 2021,2,False,10
"Базару нет универ, очень крутой",17 ноября 2021,5,False,2
А можно сюда перевестись студенту sdu из Турции?,7 ноября 2021,5,False,0
С каждым годом все лучше!,7 ноября 2021,5,False,1
"Все равно никто не прочтет, но если кто-то тут будет, то вот вам рецепт оладушек:
Время приготовления: 30 мин

Кол-во порций: 4

Ингредиенты
Мука: 240 гр
Кефир (жирность можно любую, но лучше 1% - 2,5% в рецепте использован 2,5% ПРОСТОКВАШИНО): 250 мл
Яйца: 1 шт.
Сахар (без горки - снять ножом): 2 стол.л.
Соль (щепотка): по вкусу
Сода пищевая (ложка мерная, без горки): 0.5 чайн.л.
Растительное масло (на сковороду для жарки и потом доливать чуть-чуть): 3 стол.л",4 октября 2021,3,True,48
"Учусь в специальности химия - биология и это полный кошмар !!! Нет нормальных учителей, точнее, ИХ ВООБЩЕ НЕТ по химии биологии.

Такое чувство, что здесь уклон ставится только на турецкий (единственный предмет, где есть учитель и ведутся занятия).

Улучшите вентиляцию в университете, пожалуйста, душно и воняет.

Религию пропагандируют в общаге, в университете не заметила.

2 звезды ставлю только ради кампуса и хорошего окружения.",10 сентября 2021,2,True,15
"Сделайте вы нормальные туалеты в общаге, кошмар просто, никакого личного пространства!",9 сентября 2021,2,True,8
"Сам учился, сейчас работаю на международной компаний, лучший универ",30 августа 2021,5,False,4
Бардак при подаче документов.,24 августа 2021,1,True,7
"Подали заявку на грант, пришлось ждать пять дней, нашли ошибку там где ее нет, отправили повторно до сих пор нет ответа. Отключили все номера телефонов, где должны консультировать абитуриентов. Никакую информацию получить не возможно. Звонишь другим вузам очень приветливо отвечают подробно на все интересующие вопросы. Обратились с просьбой через Инстаграм , начали пугать что не примут наши документы это на вопрос почему беспричинно отклоняют наши заявки. Поняли что бесполезно дальше вести диалог, потому что когда начали требовать конкретные и четкие ответы на наши поставленные вопросы не смогли ответить или не хотели. Почему ставят непрофессиональных, неграмотных людей, которым научили одной фразе - ""ждите"" , когда нужна помощь людям. Слава всевышнему, что убрали его из списка перенаправляющих документы другим вузам, через которого подают областники.",24 июля 2021,1,True,6
Почему приемная комиссия трубку не берет?? Звоним по поводу документов на грант с другого района!!! Пришел отказ!!! Все таки решается судьба человека!!! Прошу отнестись ответственно!!!,22 июля 2021,5,False,7
"Ужасный университет, нет номера приёмной комиссии, сколько дней уже не можем дозвониться, если в университете нету элементарно колл-центр где можно решить проблему, это уже говорит о качестве думаю, подали заявку на грант через егов в качестве приёмной комиссии указали SDU так как выходит только он и университет в Талдыкоргане. Звоним 8727 307 95 65 который день не можем дозвониться.",22 июля 2021,1,True,4
"Университет лучше остальных университетов, которых я знаю♥️
Очень скучаю по своему университету🥺😭
Как говорится: «Не плюй в колодец, пригодится воды напиться».",5 марта 2021,5,False,6
"Чистка кармана, за каждое движение оплата, не предупреждают как нужно - значит плохо слушал!",15 февраля 2021,1,True,16
"Дозвониться не могу, даже по внутренним номерам. Может здесь ответят, отправили нам приказ что нужен пцр для допуска к занятиям 19.01.2021, сам приказ от 11.01.2021!
Завтра занятие, сегодня тоже, допустим сдам сегодня пцр, результаты ждать примерно два дня, получается я не допущена к занятиям пока нет пцр? Почему тогда извещают поздно, что необходим пцр, или не дают время для сдачи пцр?Что делать, пропускать все занятия пока не получим пцр?",19 января 2021,1,True,4
"Атец, одобряет данное учебное заведение",18 января 2021,5,True,2
Кынабай Бакдаулет лучший🔝🔝🔝,18 января 2021,5,False,3
Не мог все таки дозвонится!!,13 января 2021,1,True,0
"Прислушайтесь к этому отзыву!

Самый жирный минус университета это то, что нет обратной связи. Де-юре, есть, де-факто, нет.

Если будут проблемы с выбором учителей или предметов - ПОШЕЛ ТЫ НАРАТАТУЙ. Скажет так универ.
Системные ошибки универа = твои ошибки.

У универа есть стратегия развития, читал и плакал.",9 января 2021,2,True,30
"Конченая шарага!

2-3 хороших учителя за весь период обучения. Механизм по сдиранию денег с простых самаритян, которые повелись на красивый фантик. Местный престиж такой же мнимый, как и возможности, которые дает университет. Условия для комфортного обучения? Фиг. За 3 года в университете не научился абсолютно ничему, gpa высокий.
Лучше не жалейте времени и денег и сваливайте отсюда. Хорошего образования вы вряд ли дождетесь.

Пока что, самая большая ошибка в жизни.

И это, не говоря о религиозных загонах.",28 декабря 2020,1,True,19
Не дозвонится !!!!!!!!!!,23 декабря 2020,1,True,1
"Мое мнение об университете - одним словом гавняшка в красивой упаковке!

Поступил сюда по крутой рекламе в социальных сетях, ребята с приемной комиссии так красиво и круто рассказывали про свой университет, про студенческую жизнь...

Давайте начну по раскладывать по факту:
1. В общаге, абишки толкают тему с религией, типа гоу оразу держать, гоу в мечеть сходим, у меня может и хватило смелости сказать, что мне не интересно, но у многих из моих знакомых смелости не хватило и им приходится тусить с абишками, дабы быть у них на хорошем счету!
2. Преподаватели - слабые, тут реально крутых преподавателей по пальцам пересчитать, Самат Кассабек (и то на сколько я знаю, он уволился) да и Мария Ли, остальные тупо некомпетентные, я не знаю, по какому принципу их отбирают, ощущение будто первый кто откликнулся сразу берут!
3. Если Вы будете просить поменять Вам преподавателя, Деканат пошлет вас на 3 буквы и скажет, что вы тупые, а не преподаватель плохо отрабатывает наши деньги!
4. Каждый год набирают все больше и больше студентов, весь сброд со всего Казахстана, никакого фильтра в поступлении, сейчас дистанционка, но мне даже страшно представить, что будет когда начнется оффлайн обучение!!!!

Я не знаю, как на других специальностях, но информационными технологиями тут даже не пахнет!

В общем, я совершил огромную ошибку, когда поступил сюда! искренне хочу посоветовать всем кто выбирает университет, при выборе смотрите на то, что внутри него, а не инстаграм, на красивые фотографии, и подготовленных работников приемной комиссии!",30 ноября 2020,1,True,38
